category,district,time_slot,hour,day_of_week,month,day,season,is_weekend,is_holiday,weather_condition,crowdlevel,tourist_season,festival_period
Religious,Kathmandu,morning,9,2,9,11,Autumn,0,0,Cloudy,52.3,Shoulder,Yes
Religious,Kathmandu,afternoon,14,2,9,11,Autumn,0,0,Sunny,95.0,Shoulder,Yes
Religious,Kathmandu,evening,18,2,9,11,Autumn,0,0,Cloudy,65.7,Shoulder,Yes
Religious,Kathmandu,morning,9,3,9,12,Autumn,0,0,Rainy,29.9,Shoulder,Yes
Religious,Kathmandu,afternoon,14,3,9,12,Autumn,0,0,Sunny,95.0,Shoulder,Yes
Religious,Kathmandu,evening,18,3,9,12,Autumn,0,0,Cloudy,65.7,Shoulder,Yes
Religious,Kathmandu,morning,9,4,9,13,Autumn,0,0,Rainy,30.2,Shoulder,Yes
Religious,Kathmandu,afternoon,14,4,9,13,Autumn,0,0,Cloudy,95.0,Shoulder,Yes
Religious,Kathmandu,evening,18,4,9,13,Autumn,0,0,Cloudy,68.1,Shoulder,Yes
Religious,Kathmandu,morning,9,5,9,14,Autumn,1,0,Rainy,56.2,Shoulder,Yes
Religious,Kathmandu,afternoon,14,5,9,14,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
Religious,Kathmandu,evening,18,5,9,14,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
Religious,Kathmandu,morning,9,6,9,15,Autumn,1,0,Rainy,60.2,Shoulder,Yes
Religious,Kathmandu,afternoon,14,6,9,15,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
Religious,Kathmandu,evening,18,6,9,15,Autumn,1,0,Rainy,68.0,Shoulder,Yes
Religious,Kathmandu,morning,9,0,9,16,Autumn,0,0,Sunny,56.9,Shoulder,Yes
Religious,Kathmandu,afternoon,14,0,9,16,Autumn,0,0,Rainy,54.3,Shoulder,Yes
Religious,Kathmandu,evening,18,0,9,16,Autumn,0,0,Sunny,81.7,Shoulder,Yes
Religious,Kathmandu,morning,9,1,9,17,Autumn,0,0,Cloudy,52.5,Shoulder,Yes
Religious,Kathmandu,afternoon,14,1,9,17,Autumn,0,0,Rainy,56.9,Shoulder,Yes
Religious,Kathmandu,evening,18,1,9,17,Autumn,0,0,Sunny,72.5,Shoulder,Yes
Religious,Kathmandu,morning,9,2,9,18,Autumn,0,0,Rainy,30.8,Shoulder,Yes
Religious,Kathmandu,afternoon,14,2,9,18,Autumn,0,0,Cloudy,86.6,Shoulder,Yes
Religious,Kathmandu,evening,18,2,9,18,Autumn,0,0,Cloudy,67.7,Shoulder,Yes
Religious,Kathmandu,morning,9,3,9,19,Autumn,0,0,Cloudy,51.7,Shoulder,Yes
Religious,Kathmandu,afternoon,14,3,9,19,Autumn,0,0,Cloudy,86.2,Shoulder,Yes
Religious,Kathmandu,evening,18,3,9,19,Autumn,0,0,Cloudy,71.1,Shoulder,Yes
Religious,Kathmandu,morning,9,4,9,20,Autumn,0,0,Rainy,34.8,Shoulder,Yes
Religious,Kathmandu,afternoon,14,4,9,20,Autumn,0,0,Cloudy,89.9,Shoulder,Yes
Religious,Kathmandu,evening,18,4,9,20,Autumn,0,0,Rainy,37.8,Shoulder,Yes
Religious,Kathmandu,morning,9,5,9,21,Autumn,1,0,Sunny,95.0,Shoulder,Yes
Religious,Kathmandu,afternoon,14,5,9,21,Autumn,1,0,Rainy,91.4,Shoulder,Yes
Religious,Kathmandu,evening,18,5,9,21,Autumn,1,0,Sunny,95.0,Shoulder,Yes
Religious,Kathmandu,morning,9,6,9,22,Autumn,1,0,Rainy,61.3,Shoulder,Yes
Religious,Kathmandu,afternoon,14,6,9,22,Autumn,1,0,Rainy,92.5,Shoulder,Yes
Religious,Kathmandu,evening,18,6,9,22,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
Religious,Kathmandu,morning,9,0,9,23,Autumn,0,0,Cloudy,38.8,Shoulder,No
Religious,Kathmandu,afternoon,14,0,9,23,Autumn,0,0,Rainy,39.6,Shoulder,No
Religious,Kathmandu,evening,18,0,9,23,Autumn,0,0,Sunny,47.4,Shoulder,No
Religious,Kathmandu,morning,9,1,9,24,Autumn,0,0,Sunny,43.5,Shoulder,No
Religious,Kathmandu,afternoon,14,1,9,24,Autumn,0,0,Sunny,65.1,Shoulder,No
Religious,Kathmandu,evening,18,1,9,24,Autumn,0,0,Rainy,25.9,Shoulder,No
Religious,Kathmandu,morning,9,2,9,25,Autumn,0,0,Rainy,21.5,Shoulder,No
Religious,Kathmandu,afternoon,14,2,9,25,Autumn,0,0,Cloudy,61.4,Shoulder,No
Religious,Kathmandu,evening,18,2,9,25,Autumn,0,0,Cloudy,49.1,Shoulder,No
Religious,Kathmandu,morning,9,3,9,26,Autumn,0,0,Cloudy,33.6,Shoulder,No
Religious,Kathmandu,afternoon,14,3,9,26,Autumn,0,0,Rainy,38.9,Shoulder,No
Religious,Kathmandu,evening,18,3,9,26,Autumn,0,0,Rainy,29.8,Shoulder,No
Religious,Kathmandu,morning,9,4,9,27,Autumn,0,0,Cloudy,38.9,Shoulder,No
Religious,Kathmandu,afternoon,14,4,9,27,Autumn,0,0,Rainy,37.9,Shoulder,No
Religious,Kathmandu,evening,18,4,9,27,Autumn,0,0,Cloudy,45.1,Shoulder,No
Religious,Kathmandu,morning,9,5,9,28,Autumn,1,0,Cloudy,69.3,Shoulder,No
Religious,Kathmandu,afternoon,14,5,9,28,Autumn,1,0,Cloudy,95.0,Shoulder,No
Religious,Kathmandu,evening,18,5,9,28,Autumn,1,0,Rainy,44.3,Shoulder,No
Religious,Kathmandu,morning,9,6,9,29,Autumn,1,0,Rainy,40.6,Shoulder,No
Religious,Kathmandu,afternoon,14,6,9,29,Autumn,1,0,Rainy,61.4,Shoulder,No
Religious,Kathmandu,evening,18,6,9,29,Autumn,1,0,Rainy,49.2,Shoulder,No
Religious,Kathmandu,morning,9,0,9,30,Autumn,0,0,Cloudy,33.1,Shoulder,No
Religious,Kathmandu,afternoon,14,0,9,30,Autumn,0,0,Cloudy,59.1,Shoulder,No
Religious,Kathmandu,evening,18,0,9,30,Autumn,0,0,Cloudy,46.1,Shoulder,No
Religious,Kathmandu,morning,9,1,10,1,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,1,10,1,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,1,10,1,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,2,10,2,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,2,10,2,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,2,10,2,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,3,10,3,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,3,10,3,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,3,10,3,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,4,10,4,Autumn,0,0,Rainy,64.3,Peak,No
Religious,Kathmandu,afternoon,14,4,10,4,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,4,10,4,Autumn,0,0,Rainy,86.0,Peak,No
Religious,Kathmandu,morning,9,5,10,5,Autumn,1,0,Rainy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,5,10,5,Autumn,1,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,5,10,5,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,6,10,6,Autumn,1,0,Rainy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,6,10,6,Autumn,1,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,6,10,6,Autumn,1,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,0,10,7,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,afternoon,14,0,10,7,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,evening,18,0,10,7,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,1,10,8,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,1,10,8,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,1,10,8,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,2,10,9,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,2,10,9,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,2,10,9,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,3,10,10,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,3,10,10,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,3,10,10,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,4,10,11,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,4,10,11,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,4,10,11,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,5,10,12,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,5,10,12,Autumn,1,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,5,10,12,Autumn,1,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,6,10,13,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,6,10,13,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,6,10,13,Autumn,1,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,0,10,14,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,0,10,14,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,0,10,14,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,1,10,15,Autumn,0,0,Rainy,91.7,Peak,Yes
Religious,Kathmandu,afternoon,14,1,10,15,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,1,10,15,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,2,10,16,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,2,10,16,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,2,10,16,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,3,10,17,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,3,10,17,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,3,10,17,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,4,10,18,Autumn,0,0,Rainy,92.3,Peak,Yes
Religious,Kathmandu,afternoon,14,4,10,18,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,4,10,18,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,5,10,19,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,5,10,19,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,5,10,19,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,6,10,20,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,6,10,20,Autumn,1,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,6,10,20,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,0,10,21,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,0,10,21,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,0,10,21,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,1,10,22,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,1,10,22,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,1,10,22,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,2,10,23,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,2,10,23,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,2,10,23,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,3,10,24,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,3,10,24,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,3,10,24,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,4,10,25,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,4,10,25,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,4,10,25,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,5,10,26,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,5,10,26,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,5,10,26,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,6,10,27,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,6,10,27,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,6,10,27,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,0,10,28,Autumn,0,0,Rainy,63.6,Peak,No
Religious,Kathmandu,afternoon,14,0,10,28,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,0,10,28,Autumn,0,0,Rainy,92.0,Peak,No
Religious,Kathmandu,morning,9,1,10,29,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,1,10,29,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,evening,18,1,10,29,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,2,10,30,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,2,10,30,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,2,10,30,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,3,10,31,Autumn,0,0,Rainy,68.2,Peak,No
Religious,Kathmandu,afternoon,14,3,10,31,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,3,10,31,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,4,11,1,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,4,11,1,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,4,11,1,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,5,11,2,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,5,11,2,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,5,11,2,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,6,11,3,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,6,11,3,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,6,11,3,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,0,11,4,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,0,11,4,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,0,11,4,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,1,11,5,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,1,11,5,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,1,11,5,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,2,11,6,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,2,11,6,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,2,11,6,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,3,11,7,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,3,11,7,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,3,11,7,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,4,11,8,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,4,11,8,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,evening,18,4,11,8,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,5,11,9,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,5,11,9,Autumn,1,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,5,11,9,Autumn,1,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,6,11,10,Autumn,1,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,6,11,10,Autumn,1,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,6,11,10,Autumn,1,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,morning,9,0,11,11,Autumn,0,0,Sunny,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,0,11,11,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,0,11,11,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,1,11,12,Autumn,0,0,Rainy,95.0,Peak,Yes
Religious,Kathmandu,afternoon,14,1,11,12,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,evening,18,1,11,12,Autumn,0,0,Cloudy,95.0,Peak,Yes
Religious,Kathmandu,morning,9,2,11,13,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,2,11,13,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,evening,18,2,11,13,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,morning,9,3,11,14,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,3,11,14,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,3,11,14,Autumn,0,0,Rainy,89.8,Peak,No
Religious,Kathmandu,morning,9,4,11,15,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,4,11,15,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,evening,18,4,11,15,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,5,11,16,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,5,11,16,Autumn,1,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,5,11,16,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,6,11,17,Autumn,1,0,Rainy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,6,11,17,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,6,11,17,Autumn,1,0,Rainy,95.0,Peak,No
Religious,Kathmandu,morning,9,0,11,18,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,afternoon,14,0,11,18,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,evening,18,0,11,18,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,1,11,19,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,afternoon,14,1,11,19,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,1,11,19,Autumn,0,0,Rainy,86.4,Peak,No
Religious,Kathmandu,morning,9,2,11,20,Autumn,0,0,Rainy,68.3,Peak,No
Religious,Kathmandu,afternoon,14,2,11,20,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,2,11,20,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,3,11,21,Autumn,0,0,Rainy,69.2,Peak,No
Religious,Kathmandu,afternoon,14,3,11,21,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,evening,18,3,11,21,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,morning,9,4,11,22,Autumn,0,0,Rainy,74.5,Peak,No
Religious,Kathmandu,afternoon,14,4,11,22,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,4,11,22,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,5,11,23,Autumn,1,0,Rainy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,5,11,23,Autumn,1,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,5,11,23,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,6,11,24,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,6,11,24,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,6,11,24,Autumn,1,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,0,11,25,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,0,11,25,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,0,11,25,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,1,11,26,Autumn,0,0,Rainy,64.9,Peak,No
Religious,Kathmandu,afternoon,14,1,11,26,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,1,11,26,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,2,11,27,Autumn,0,0,Rainy,77.8,Peak,No
Religious,Kathmandu,afternoon,14,2,11,27,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,2,11,27,Autumn,0,0,Rainy,90.4,Peak,No
Religious,Kathmandu,morning,9,3,11,28,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,afternoon,14,3,11,28,Autumn,0,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,evening,18,3,11,28,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,4,11,29,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,afternoon,14,4,11,29,Autumn,0,0,Rainy,95.0,Peak,No
Religious,Kathmandu,evening,18,4,11,29,Autumn,0,0,Sunny,95.0,Peak,No
Religious,Kathmandu,morning,9,5,11,30,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,afternoon,14,5,11,30,Autumn,1,0,Sunny,95.0,Peak,No
Religious,Kathmandu,evening,18,5,11,30,Autumn,1,0,Cloudy,95.0,Peak,No
Religious,Kathmandu,morning,9,6,12,1,Winter,1,0,Sunny,82.8,Shoulder,No
Religious,Kathmandu,afternoon,14,6,12,1,Winter,1,0,Sunny,95.0,Shoulder,No
Religious,Kathmandu,evening,18,6,12,1,Winter,1,0,Cloudy,95.0,Shoulder,No
Religious,Kathmandu,morning,9,0,12,2,Winter,0,0,Foggy,33.3,Shoulder,No
Religious,Kathmandu,afternoon,14,0,12,2,Winter,0,0,Foggy,53.9,Shoulder,No
Religious,Kathmandu,evening,18,0,12,2,Winter,0,0,Sunny,64.9,Shoulder,No
Religious,Kathmandu,morning,9,1,12,3,Winter,0,0,Sunny,47.0,Shoulder,No
Religious,Kathmandu,afternoon,14,1,12,3,Winter,0,0,Sunny,74.0,Shoulder,No
Religious,Kathmandu,evening,18,1,12,3,Winter,0,0,Cloudy,54.6,Shoulder,No
Religious,Kathmandu,morning,9,2,12,4,Winter,0,0,Sunny,42.8,Shoulder,No
Religious,Kathmandu,afternoon,14,2,12,4,Winter,0,0,Foggy,54.0,Shoulder,No
Religious,Kathmandu,evening,18,2,12,4,Winter,0,0,Foggy,39.4,Shoulder,No
Religious,Kathmandu,morning,9,3,12,5,Winter,0,0,Sunny,50.3,Shoulder,No
Religious,Kathmandu,afternoon,14,3,12,5,Winter,0,0,Foggy,54.5,Shoulder,No
Religious,Kathmandu,evening,18,3,12,5,Winter,0,0,Sunny,54.9,Shoulder,No
Religious,Kathmandu,morning,9,4,12,6,Winter,0,0,Foggy,35.2,Shoulder,No
Religious,Kathmandu,afternoon,14,4,12,6,Winter,0,0,Sunny,80.6,Shoulder,No
Religious,Kathmandu,evening,18,4,12,6,Winter,0,0,Foggy,43.4,Shoulder,No
Religious,Kathmandu,morning,9,5,12,7,Winter,1,0,Foggy,58.2,Shoulder,No
Religious,Kathmandu,afternoon,14,5,12,7,Winter,1,0,Sunny,95.0,Shoulder,No
Religious,Kathmandu,evening,18,5,12,7,Winter,1,0,Foggy,70.8,Shoulder,No
Religious,Kathmandu,morning,9,6,12,8,Winter,1,0,Foggy,60.3,Shoulder,No
Religious,Kathmandu,afternoon,14,6,12,8,Winter,1,0,Foggy,92.8,Shoulder,No
Religious,Kathmandu,evening,18,6,12,8,Winter,1,0,Foggy,75.7,Shoulder,No
Religious,Kathmandu,morning,9,0,12,9,Winter,0,0,Cloudy,46.2,Shoulder,No
Religious,Kathmandu,afternoon,14,0,12,9,Winter,0,0,Foggy,61.0,Shoulder,No
Religious,Kathmandu,evening,18,0,12,9,Winter,0,0,Sunny,55.1,Shoulder,No
Religious,Kathmandu,morning,9,1,12,10,Winter,0,0,Foggy,35.5,Shoulder,No
Religious,Kathmandu,afternoon,14,1,12,10,Winter,0,0,Foggy,53.3,Shoulder,No
Religious,Kathmandu,evening,18,1,12,10,Winter,0,0,Foggy,41.2,Shoulder,No
Religious,Kathmandu,morning,9,2,12,11,Winter,0,0,Cloudy,43.7,Shoulder,No
Religious,Kathmandu,afternoon,14,2,12,11,Winter,0,0,Cloudy,67.8,Shoulder,No
Religious,Kathmandu,evening,18,2,12,11,Winter,0,0,Sunny,56.9,Shoulder,No
Religious,Kathmandu,morning,9,3,12,12,Winter,0,0,Sunny,46.7,Shoulder,No
Religious,Kathmandu,afternoon,14,3,12,12,Winter,0,0,Foggy,54.7,Shoulder,No
Religious,Kathmandu,evening,18,3,12,12,Winter,0,0,Foggy,47.7,Shoulder,No
Religious,Kathmandu,morning,9,4,12,13,Winter,0,0,Foggy,36.5,Shoulder,No
Religious,Kathmandu,afternoon,14,4,12,13,Winter,0,0,Sunny,81.5,Shoulder,No
Religious,Kathmandu,evening,18,4,12,13,Winter,0,0,Cloudy,53.4,Shoulder,No
Religious,Kathmandu,morning,9,5,12,14,Winter,1,0,Cloudy,69.7,Shoulder,No
Religious,Kathmandu,afternoon,14,5,12,14,Winter,1,0,Cloudy,95.0,Shoulder,No
Religious,Kathmandu,evening,18,5,12,14,Winter,1,0,Foggy,74.8,Shoulder,No
Religious,Kathmandu,morning,9,6,12,15,Winter,1,0,Sunny,83.7,Shoulder,No
Religious,Kathmandu,afternoon,14,6,12,15,Winter,1,0,Sunny,95.0,Shoulder,No
